1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,17,18,,,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55.0,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
Chiwawa River Upper 03,Wenatchee,Upper Chiwawa River,yes,yes,yes,,no,no,,,yes,2.426239761,3904.662212,,,5836.807115,Chiwawa River Upper 03,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,65,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Chiwawa River Upper 04,Wenatchee,Upper Chiwawa River,yes,yes,yes,,no,no,,,yes,2.62026472,4216.91574,,,6309.492544,Chiwawa River Upper 04,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,69,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Chiwawa River Upper 05,Wenatchee,Upper Chiwawa River,yes,yes,yes,,no,no,,,yes,1.119057897,1800.952714,,,2694.825905,Chiwawa River Upper 05,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,71,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Chumstick Creek 01,Wenatchee,Chumstick Creek,yes,yes,yes,,no,no,,,no,0.561240726,903.2312022,,,1339.67418,Chumstick Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,"4,4'-DDE, Polychlorinated Biphenyls (PCBs)",0,13.72,5.074,69.5024,29.9775,0,50.1412,25.4236,11.0938,4A,NA,
Chumstick Creek 02,Wenatchee,Chumstick Creek,yes,yes,yes,,no,no,,,no,1.305223592,2100.557958,,,3118.18372,Chumstick Creek 02,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,2,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,1,NA,
Chumstick Creek 03,Wenatchee,Chumstick Creek,yes,yes,no,,no,no,,,no,1.923625464,3095.78129,,,4597.729444,Chumstick Creek 03,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,13,NA,18,0,7.454433,37.89643,10.29715,0,72.42934,53.86103,20.56408,NA,NA,
Chumstick Creek 04,Wenatchee,Chumstick Creek,yes,yes,no,,no,no,,,no,2.230584103,3589.784322,,,5333.787006,Chumstick Creek 04,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,13,NA,17,7.93,0.1724,46.3031,50.8342,1.5925,41.95285,53.5245,3.70835,4A,NA,
Chumstick Creek 05,Wenatchee,Chumstick Creek,yes,yes,no,,no,no,,,no,0.812276366,1307.23471,,,1943.008823,Chumstick Creek 05,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,13,NA,12,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Chumstick Creek 06,Wenatchee,Chumstick Creek,yes,yes,no,,no,no,,,no,0.851790674,1370.826953,,,2038.035956,Chumstick Creek 06,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,13,NA,4,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,2,NA,
Chumstick Creek 07,Wenatchee,Chumstick Creek,yes,yes,no,,no,no,,,no,1.338744116,2154.50412,,,3203.83177,Chumstick Creek 07,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C,NA,-1,13,NA,5,1.28,1.67035,57.07905,39.74975,0,69.15325,41.25055,19,2,NA,
Chumstick Creek 08,Wenatchee,Chumstick Creek,yes,yes,no,,no,no,,,no,1.071006547,1723.621408,,,2558.374702,Chumstick Creek 08,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C,NA,-1,13,NA,32,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,2,NA,
Chumstick Creek 09,Wenatchee,Chumstick Creek,no,no,no,,no,no,,,no,1.209369761,1946.295861,,,2890.542005,Chumstick Creek 09,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,12,NA,37,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Chuwuch River Kay 02,Methow,#N/A,no,no,no,,no,yes,2008,"7/27/2002, 8/4/2008",no,0.867044106,1395.37502,,,2120.96661,Chewuch River Doe 16,,,Methow Level 2 Survey,2008 R13 Chewuch River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,58.3333,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,30.0,NA,NA,NA,247.62,176.19,66.67,4.76,NA,NA,NA,NA,50,59.52,NA,54.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,NA,#N/A,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Clear Creek 01,Wenatchee,Lower Chiwawa River,yes,yes,no,,no,no,,,yes,0.524021232,843.3321126,,,1255.639674,Clear Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA,67,1.2,1.5449,70.4625,71.3611,0,60.8309,27.9926,4.125,4A,NA,
Clear Creek 02,Wenatchee,Lower Chiwawa River,no,yes,no,,no,yes,2015,,no,1.450347498,2334.112712,,,3473.424006,Clear Creek 02,,,Upper Wenatchee Pilot Project Level 2 Surveys,Clear Creek Reach 1 2015,NA,NA,NA,NA,NA,NA,NA,At Risk,NA,NA,At Risk,NA,39.16,57.36,3.16,0.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,60.5,NA,Unacceptable,NA,5.2,NA,NA,NA,37,NA,Unacceptable,NA,NA,25.94,NA,0,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adequate,NA,13.5,23.5,56.75,NA,6.25,NA,NA,NA,NA,NA,NA,Unacceptable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,NA,81,8.585,1.26675,61.9327,55.02125,0,48.53925,36.80055,13.7625,NA,NA,
Cougar Creek 01,Entiat,Upper Mad River,no,no,yes,,no,no,2000,9/5/2000,no,2.49724666,4018.936966,,,5990.510957,Cougar Creek 01,,,Entiat Level 2 Survey,"01-03 Cougar Creek, 02-01 Cougar Creek, 02-02 Cougar Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.33,39.84,21.04333333,10.44666667,NA,NA,NA,NA,84.33333333,20.28666667,NA,5.913333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,62,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,1,NA,
Coulter Creek 01,Wenatchee,Lower Nason Creek,no,yes,yes,,no,no,,,yes,0.975439592,1569.820994,,,2335.630583,Coulter Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,67,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Crater Creek 01,Methow,Gold Creek,yes,yes,yes,,no,no,1996,9/3/1996,no,1.210187348,1947.611643,,,2918.749198,Crater Creek 01,,,Methow Level 2 Survey,02-01 Crater Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31,33,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0,52.0,NA,NA,NA,5.84,4.09,1.75,0,NA,NA,NA,NA,81,47.37,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,NA,49,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Crater Creek 02,Methow,Gold Creek,yes,yes,yes,,no,no,1996,9/3/1996,no,1.050289257,1690.280094,,,2532.564536,Crater Creek 02,,,Methow Level 2 Survey,"02-01 Crater Creek, 02-02 Crater Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,24,28,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0,45.0,NA,NA,NA,20.99,11.71,8.44,0.84,NA,NA,NA,NA,82,58.56,NA,20.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,NA,58,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Crater Creek 03,Methow,Gold Creek,yes,yes,yes,,,,1996,,no,0.381085227,613.2984507,,,919.097914,Crater Creek 03,,,Methow Level 2 Survey,02-02 Crater Creek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,76,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Cub Creek 01,Methow,Cub Creek,yes,yes,yes,,no,yes,,,no,0.526272839,846.9557294,,,1278.576294,Cub Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,NA,31,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Dead Horse Canyon 01,Wenatchee,Wenatchee River-Beaver Creek,no,no,no,,no,no,,,yes,0.209439518,337.0609051,,,501.2440169,Dead Horse Canyon 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,13,NA,81,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Derby Canyon 01,Wenatchee,Wenatchee River-Derby Canyon,no,yes,no,,no,no,,,yes,0.876683515,1410.888176,,,2092.794807,Derby Canyon 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,19,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Derby Canyon 02,Wenatchee,Wenatchee River-Derby Canyon,no,yes,no,review upper extent of steelhead,no,no,,,yes,1.395327516,2245.566456,,,3331.199338,Derby Canyon 02,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,41,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Derby Canyon 03,Wenatchee,Wenatchee River-Derby Canyon,no,yes,no,review upper extent of steelhead,no,no,,,yes,0.829064942,1334.253359,,,1977.180031,Derby Canyon 03,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,NA,62,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Diamond Creek 01,Methow,Diamond Creek,no,no,yes,,no,no,,,no,0.5661624,911.1518837,,,1384.289591,Diamond Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,77,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Doe Creek 01,Methow,Chewuch River-Doe Creek,no,yes,no,,yes,no,,,no,0.202420215,325.7644097,,,492.9127367,Doe Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,NA,68,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Drake Creek 01,Methow,Upper Lost River,no,no,yes,,no,no,,,no,0.544892325,876.9209478,,,1330.565492,Drake Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,NA,65,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
